,Down_Weight,Neutral_Weight,Up_Weight
Topic_0,0.03254742099709465,0.15180678846527534,-0.18435420946237152
Topic_1,0.017001747336694878,-0.12417475004651507,0.10717300270981767
Topic_2,-0.06464730389527835,-0.07971428303106726,0.14436158692634393
Topic_3,-0.0056543253445184285,0.17603344302018534,-0.17037911767567002
Topic_4,0.08464426551305114,-0.13301125123129637,0.04836698571824403
Topic_5,-0.08004457000770941,-0.04345175498920273,0.12349632499691013
